fpr,tpr,auc
0.0,0.0,0.9701834109465055
0.0,0.008130081300813009,0.9701834109465055
0.0,0.04065040650406504,0.9701834109465055
0.0,0.07317073170731707,0.9701834109465055
0.0,0.10569105691056911,0.9701834109465055
0.0,0.13008130081300814,0.9701834109465055
0.0,0.2032520325203252,0.9701834109465055
0.0,0.21951219512195122,0.9701834109465055
0.0,0.23577235772357724,0.9701834109465055
0.0,0.2682926829268293,0.9701834109465055
0.0,0.3089430894308943,0.9701834109465055
0.0,0.3333333333333333,0.9701834109465055
1.4068852966417647e-05,0.3333333333333333,0.9701834109465055
1.4068852966417647e-05,0.34959349593495936,0.9701834109465055
1.4068852966417647e-05,0.42276422764227645,0.9701834109465055
1.4068852966417647e-05,0.43902439024390244,0.9701834109465055
4.2206558899252944e-05,0.43902439024390244,0.9701834109465055
4.2206558899252944e-05,0.44715447154471544,0.9701834109465055
4.2206558899252944e-05,0.4634146341463415,0.9701834109465055
4.2206558899252944e-05,0.4796747967479675,0.9701834109465055
5.627541186567059e-05,0.4796747967479675,0.9701834109465055
5.627541186567059e-05,0.5609756097560976,0.9701834109465055
7.034426483208824e-05,0.5609756097560976,0.9701834109465055
7.034426483208824e-05,0.5691056910569106,0.9701834109465055
8.441311779850589e-05,0.5691056910569106,0.9701834109465055
8.441311779850589e-05,0.6910569105691057,0.9701834109465055
8.441311779850589e-05,0.7073170731707317,0.9701834109465055
8.441311779850589e-05,0.7317073170731707,0.9701834109465055
0.00011255082373134118,0.7317073170731707,0.9701834109465055
0.00011255082373134118,0.7398373983739838,0.9701834109465055
0.00014068852966417648,0.7398373983739838,0.9701834109465055
0.00014068852966417648,0.7642276422764228,0.9701834109465055
0.00018289508856342943,0.7642276422764228,0.9701834109465055
0.00025323935339551765,0.7642276422764228,0.9701834109465055
0.00028137705932835297,0.7642276422764228,0.9701834109465055
0.00028137705932835297,0.7967479674796748,0.9701834109465055
0.00030951476526118823,0.7967479674796748,0.9701834109465055
0.00030951476526118823,0.8130081300813008,0.9701834109465055
0.00037985903009327647,0.8130081300813008,0.9701834109465055
0.00037985903009327647,0.8373983739837398,0.9701834109465055
0.0005627541186567059,0.8373983739837398,0.9701834109465055
0.0005627541186567059,0.8455284552845529,0.9701834109465055
0.0006612360894216294,0.8455284552845529,0.9701834109465055
0.0006893737953544648,0.8455284552845529,0.9701834109465055
0.0006893737953544648,0.8536585365853658,0.9701834109465055
0.0007034426483208824,0.8536585365853658,0.9701834109465055
0.0007315803542537177,0.8536585365853658,0.9701834109465055
0.0015194361203731059,0.8536585365853658,0.9701834109465055
0.0015194361203731059,0.8617886178861789,0.9701834109465055
0.0019415017093656354,0.8617886178861789,0.9701834109465055
0.0019837082682648884,0.8617886178861789,0.9701834109465055
0.002560531239888012,0.8617886178861789,0.9701834109465055
0.002588668945820847,0.8617886178861789,0.9701834109465055
0.0033343181530409824,0.8617886178861789,0.9701834109465055
0.0033624558589738177,0.8617886178861789,0.9701834109465055
0.0037423148890670943,0.8617886178861789,0.9701834109465055
0.0037704525949999296,0.8617886178861789,0.9701834109465055
0.004136242772126789,0.8617886178861789,0.9701834109465055
0.004164380478059624,0.8617886178861789,0.9701834109465055
0.004600514920018571,0.8617886178861789,0.9701834109465055
0.004628652625951406,0.8617886178861789,0.9701834109465055
0.004713065743749912,0.8617886178861789,0.9701834109465055
0.004741203449682747,0.8617886178861789,0.9701834109465055
0.00616215759929093,0.8617886178861789,0.9701834109465055
0.006190295305223765,0.8617886178861789,0.9701834109465055
0.007273596983637924,0.8617886178861789,0.9701834109465055
0.00730173468957076,0.8617886178861789,0.9701834109465055
0.007470560925167771,0.8617886178861789,0.9701834109465055
0.0074986986311006065,0.8617886178861789,0.9701834109465055
0.007864488808227465,0.8617886178861789,0.9701834109465055
0.007920764220093135,0.8617886178861789,0.9701834109465055
0.008891515074775954,0.8617886178861789,0.9701834109465055
0.008933721633675206,0.8617886178861789,0.9701834109465055
0.009426131487499824,0.8617886178861789,0.9701834109465055
0.00945426919343266,0.8617886178861789,0.9701834109465055
0.00945426919343266,0.8699186991869918,0.9701834109465055
0.01070639710744383,0.8699186991869918,0.9701834109465055
0.010734534813376665,0.8699186991869918,0.9701834109465055
0.012099213551119177,0.8699186991869918,0.9701834109465055
0.012127351257052013,0.8699186991869918,0.9701834109465055
0.012268039786716188,0.8699186991869918,0.9701834109465055
0.012310246345615441,0.8699186991869918,0.9701834109465055
0.01232431519858186,0.8699186991869918,0.9701834109465055
0.012366521757481113,0.8699186991869918,0.9701834109465055
0.012591623404943795,0.8699186991869918,0.9701834109465055
0.012619761110876631,0.8699186991869918,0.9701834109465055
0.012732311934607972,0.8699186991869918,0.9701834109465055
0.012760449640540806,0.8699186991869918,0.9701834109465055
0.013323203759197513,0.8699186991869918,0.9701834109465055
0.013351341465130348,0.8699186991869918,0.9701834109465055
0.014139197231249736,0.8699186991869918,0.9701834109465055
0.014195472643115407,0.8699186991869918,0.9701834109465055
0.014308023466846748,0.8699186991869918,0.9701834109465055
0.014336161172779584,0.8699186991869918,0.9701834109465055
0.014504987408376595,0.8699186991869918,0.9701834109465055
0.014547193967275848,0.8699186991869918,0.9701834109465055
0.014547193967275848,0.8780487804878049,0.9701834109465055
0.0145894005261751,0.8780487804878049,0.9701834109465055
0.014617538232107936,0.8780487804878049,0.9701834109465055
0.014673813643973606,0.8780487804878049,0.9701834109465055
0.014786364467704947,0.8780487804878049,0.9701834109465055
0.015095879232966136,0.8780487804878049,0.9701834109465055
0.01513808579186539,0.8780487804878049,0.9701834109465055
0.015349118586361654,0.8780487804878049,0.9701834109465055
0.01537725629229449,0.8780487804878049,0.9701834109465055
0.015574220233824336,0.8780487804878049,0.9701834109465055
0.015602357939757172,0.8780487804878049,0.9701834109465055
0.016362075999943725,0.8780487804878049,0.9701834109465055
0.01639021370587656,0.8780487804878049,0.9701834109465055
0.016699728471137747,0.8780487804878049,0.9701834109465055
0.016727866177070585,0.8780487804878049,0.9701834109465055
0.017206207177928784,0.8780487804878049,0.9701834109465055
0.01727655144276087,0.8780487804878049,0.9701834109465055
0.017501653090223553,0.8780487804878049,0.9701834109465055
0.01752979079615639,0.8780487804878049,0.9701834109465055
0.017557928502089225,0.8780487804878049,0.9701834109465055
0.01758606620802206,0.8780487804878049,0.9701834109465055
0.017712685884719817,0.8780487804878049,0.9701834109465055
0.017740823590652655,0.8780487804878049,0.9701834109465055
0.017867443267350413,0.8780487804878049,0.9701834109465055
0.017895580973283247,0.8780487804878049,0.9701834109465055
0.01819102688557802,0.8780487804878049,0.9701834109465055
0.018233233444477272,0.8780487804878049,0.9701834109465055
0.018275440003376525,0.8780487804878049,0.9701834109465055
0.01830357770930936,0.8780487804878049,0.9701834109465055
0.018345784268208612,0.8780487804878049,0.9701834109465055
0.018500541650839208,0.8780487804878049,0.9701834109465055
0.018880400680932483,0.8780487804878049,0.9701834109465055
0.01890853838686532,0.8780487804878049,0.9701834109465055
0.01907736462246233,0.8780487804878049,0.9701834109465055
0.019133640034328003,0.8780487804878049,0.9701834109465055
0.019415017093656353,0.8780487804878049,0.9701834109465055
0.01944315479958919,0.8780487804878049,0.9701834109465055
0.020610869595801853,0.8780487804878049,0.9701834109465055
0.020709351566566777,0.8780487804878049,0.9701834109465055
0.020737489272499614,0.8780487804878049,0.9701834109465055
0.021384656508954825,0.8780487804878049,0.9701834109465055
0.021455000773786915,0.8780487804878049,0.9701834109465055
0.021623827009383926,0.8780487804878049,0.9701834109465055
0.02165196471531676,0.8780487804878049,0.9701834109465055
0.021961479480577948,0.8780487804878049,0.9701834109465055
0.021989617186510785,0.8780487804878049,0.9701834109465055
0.022045892598376454,0.8780487804878049,0.9701834109465055
0.02207403030430929,0.8780487804878049,0.9701834109465055
0.022636784422965996,0.8780487804878049,0.9701834109465055
0.02266492212889883,0.8780487804878049,0.9701834109465055
0.023002574600092855,0.8780487804878049,0.9701834109465055
0.023044781158992108,0.8780487804878049,0.9701834109465055
0.024029600866641344,0.8780487804878049,0.9701834109465055
0.02408587627850701,0.8780487804878049,0.9701834109465055
0.024128082837406268,0.8780487804878049,0.9701834109465055
0.024240633661137607,0.8780487804878049,0.9701834109465055
0.02426877136707044,0.8780487804878049,0.9701834109465055
0.024536079573432377,0.8780487804878049,0.9701834109465055
0.024564217279365214,0.8780487804878049,0.9701834109465055
0.024845594338693565,0.8780487804878049,0.9701834109465055
0.024873732044626402,0.8780487804878049,0.9701834109465055
0.02516917795692117,0.8780487804878049,0.9701834109465055
0.025211384515820424,0.8780487804878049,0.9701834109465055
0.025267659927686096,0.8780487804878049,0.9701834109465055
0.02529579763361893,0.8780487804878049,0.9701834109465055
0.025436486163283107,0.8780487804878049,0.9701834109465055
0.025464623869215944,0.8780487804878049,0.9701834109465055
0.025928896017107725,0.8780487804878049,0.9701834109465055
0.02595703372304056,0.8780487804878049,0.9701834109465055
0.025971102576006978,0.8780487804878049,0.9701834109465055
0.025999240281939815,0.8780487804878049,0.9701834109465055
0.02639316816499951,0.8780487804878049,0.9701834109465055
0.026421305870932343,0.8780487804878049,0.9701834109465055
0.027068473107387556,0.8780487804878049,0.9701834109465055
0.02709661081332039,0.8780487804878049,0.9701834109465055
0.027181023931118896,0.8780487804878049,0.9701834109465055
0.02720916163705173,0.8780487804878049,0.9701834109465055
0.027687502637909932,0.8780487804878049,0.9701834109465055
0.027785984608674853,0.8780487804878049,0.9701834109465055
0.02781412231460769,0.8780487804878049,0.9701834109465055
0.027842260020540525,0.8780487804878049,0.9701834109465055
0.027856328873506944,0.8780487804878049,0.9701834109465055
0.027884466579439778,0.8780487804878049,0.9701834109465055
0.02823618790360022,0.8780487804878049,0.9701834109465055
0.028264325609533056,0.8780487804878049,0.9701834109465055
0.028264325609533056,0.8861788617886179,0.9701834109465055
0.028390945286230814,0.8861788617886179,0.9701834109465055
0.028419082992163648,0.8861788617886179,0.9701834109465055
0.02848942725699574,0.8861788617886179,0.9701834109465055
0.02853163381589499,0.8861788617886179,0.9701834109465055
0.029150663346417367,0.8861788617886179,0.9701834109465055
0.0291788010523502,0.8861788617886179,0.9701834109465055
0.02955866008244348,0.8861788617886179,0.9701834109465055
0.029586797788376314,0.8861788617886179,0.9701834109465055
0.030065138789234513,0.8861788617886179,0.9701834109465055
0.030107345348133766,0.8861788617886179,0.9701834109465055
0.030163620759999437,0.8861788617886179,0.9701834109465055
0.03019175846593227,0.8861788617886179,0.9701834109465055
0.030332446995596448,0.8861788617886179,0.9701834109465055
0.030360584701529286,0.8861788617886179,0.9701834109465055
0.03040279126042854,0.8861788617886179,0.9701834109465055
0.030585686348991968,0.8861788617886179,0.9701834109465055
0.03062789290789122,0.8861788617886179,0.9701834109465055
0.03068416831975689,0.8861788617886179,0.9701834109465055
0.030712306025689726,0.8861788617886179,0.9701834109465055
0.030838925702387485,0.8861788617886179,0.9701834109465055
0.03086706340832032,0.8861788617886179,0.9701834109465055
0.03103588964391733,0.8861788617886179,0.9701834109465055
0.031078096202816586,0.8861788617886179,0.9701834109465055
0.031092165055783,0.8861788617886179,0.9701834109465055
0.03121878473248076,0.8861788617886179,0.9701834109465055
0.031373542115111355,0.8861788617886179,0.9701834109465055
0.03140167982104419,0.8861788617886179,0.9701834109465055
0.03238649952869343,0.8861788617886179,0.9701834109465055
0.032442774940559096,0.8861788617886179,0.9701834109465055
0.03259753232318969,0.8861788617886179,0.9701834109465055
0.032625670029122526,0.8861788617886179,0.9701834109465055
0.03271008314692103,0.8861788617886179,0.9701834109465055
0.03272415199988745,0.8861788617886179,0.9701834109465055
0.0327663585587867,0.8861788617886179,0.9701834109465055
0.03297739135328297,0.8861788617886179,0.9701834109465055
0.033005529059215805,0.8861788617886179,0.9701834109465055
0.03310401102998073,0.8861788617886179,0.9701834109465055
0.03313214873591356,0.8861788617886179,0.9701834109465055
0.03314621758887998,0.8861788617886179,0.9701834109465055
0.033174355294812816,0.8861788617886179,0.9701834109465055
0.033483870060074,0.8861788617886179,0.9701834109465055
0.03355421432490609,0.8861788617886179,0.9701834109465055
0.03361048973677176,0.8861788617886179,0.9701834109465055
0.03369490285457027,0.8861788617886179,0.9701834109465055
0.033723040560503105,0.8861788617886179,0.9701834109465055
0.033934073354999365,0.8861788617886179,0.9701834109465055
0.0339622110609322,0.8861788617886179,0.9701834109465055
0.034102899590596376,0.8861788617886179,0.9701834109465055
0.03414510614949563,0.8861788617886179,0.9701834109465055
0.034482758620689655,0.8861788617886179,0.9701834109465055
0.03452496517958891,0.8861788617886179,0.9701834109465055
0.034595309444421,0.8861788617886179,0.9701834109465055
0.03462344715035383,0.8861788617886179,0.9701834109465055
0.03480634223891726,0.8861788617886179,0.9701834109465055
0.034834479944850096,0.8861788617886179,0.9701834109465055
0.03496109962154786,0.8861788617886179,0.9701834109465055
0.03498923732748069,0.8861788617886179,0.9701834109465055
0.035031443886379944,0.8861788617886179,0.9701834109465055
0.03505958159231278,0.8861788617886179,0.9701834109465055
0.03510178815121203,0.8861788617886179,0.9701834109465055
0.03512992585714487,0.8861788617886179,0.9701834109465055
0.035186201269010536,0.8861788617886179,0.9701834109465055
0.035214338974943374,0.8861788617886179,0.9701834109465055
0.03543944062240605,0.8861788617886179,0.9701834109465055
0.03546757832833889,0.8861788617886179,0.9701834109465055
0.03562233571096948,0.8861788617886179,0.9701834109465055
0.03566454226986874,0.8861788617886179,0.9701834109465055
0.03572081768173441,0.8861788617886179,0.9701834109465055
0.03586150621139859,0.8861788617886179,0.9701834109465055
0.03588964391733142,0.8861788617886179,0.9701834109465055
0.035959988182163505,0.8861788617886179,0.9701834109465055
0.03615695212369335,0.8861788617886179,0.9701834109465055
0.03676191280124931,0.8861788617886179,0.9701834109465055
0.03679005050718215,0.8861788617886179,0.9701834109465055
0.037169909537275427,0.8861788617886179,0.9701834109465055
0.037198047243208264,0.8861788617886179,0.9701834109465055
0.03725432265507393,0.8861788617886179,0.9701834109465055
0.03728246036100677,0.8861788617886179,0.9701834109465055
0.037718594802965716,0.8861788617886179,0.9701834109465055
0.037760801361864965,0.8861788617886179,0.9701834109465055
0.03780300792076422,0.8861788617886179,0.9701834109465055
0.03783114562669705,0.8861788617886179,0.9701834109465055
0.03798590300932765,0.8861788617886179,0.9701834109465055
0.03805624727415974,0.8861788617886179,0.9701834109465055
0.03823914236272317,0.8861788617886179,0.9701834109465055
0.03828134892162242,0.8861788617886179,0.9701834109465055
0.03840796859832018,0.8861788617886179,0.9701834109465055
0.038492381716118684,0.8861788617886179,0.9701834109465055
0.03868934565764853,0.8861788617886179,0.9701834109465055
0.03871748336358137,0.8861788617886179,0.9701834109465055
0.03925209977630524,0.8861788617886179,0.9701834109465055
0.03928023748223807,0.8861788617886179,0.9701834109465055
0.039913335865726866,0.8861788617886179,0.9701834109465055
0.03995554242462612,0.8861788617886179,0.9701834109465055
0.04001181783649179,0.8861788617886179,0.9701834109465055
0.04003995554242463,0.8861788617886179,0.9701834109465055
0.04020878177802164,0.8861788617886179,0.9701834109465055
0.04023691948395448,0.8861788617886179,0.9701834109465055
0.040335401454719394,0.8861788617886179,0.9701834109465055
0.04037760801361865,0.8861788617886179,0.9701834109465055
0.04054643424921566,0.8861788617886179,0.9701834109465055
0.0405745719551485,0.8861788617886179,0.9701834109465055
0.0405745719551485,0.8943089430894309,0.9701834109465055
0.04060270966108133,0.8943089430894309,0.9701834109465055
0.04063084736701417,0.8943089430894309,0.9701834109465055
0.040644916219980586,0.8943089430894309,0.9701834109465055
0.04067305392591342,0.8943089430894309,0.9701834109465055
0.04077153589667835,0.8943089430894309,0.9701834109465055
0.0408137424555776,0.8943089430894309,0.9701834109465055
0.040827811308544015,0.8943089430894309,0.9701834109465055
0.040827811308544015,0.9024390243902439,0.9701834109465055
0.040841880161510434,0.9024390243902439,0.9701834109465055
0.040870017867443265,0.9024390243902439,0.9701834109465055
0.04143277198609997,0.9024390243902439,0.9701834109465055
0.04146090969203281,0.9024390243902439,0.9701834109465055
0.041545322809831316,0.9024390243902439,0.9701834109465055
0.04157346051576415,0.9024390243902439,0.9701834109465055
0.041601598221696984,0.9024390243902439,0.9701834109465055
0.042108076928488024,0.9024390243902439,0.9701834109465055
0.04215028348738727,0.9024390243902439,0.9701834109465055
0.04314917204800293,0.9024390243902439,0.9701834109465055
0.043177309753935765,0.9024390243902439,0.9701834109465055
0.04366971960776038,0.9024390243902439,0.9701834109465055
0.043768201578525304,0.9024390243902439,0.9701834109465055
0.04389482125522306,0.9024390243902439,0.9701834109465055
0.043922958961155896,0.9024390243902439,0.9701834109465055
0.04403550978488724,0.9024390243902439,0.9701834109465055
0.044063647490820076,0.9024390243902439,0.9701834109465055
0.044162129461584994,0.9024390243902439,0.9701834109465055
0.04421840487345067,0.9024390243902439,0.9701834109465055
0.04445757537387977,0.9024390243902439,0.9701834109465055
0.044485713079812604,0.9024390243902439,0.9701834109465055
0.044879640962872294,0.9024390243902439,0.9701834109465055
0.04490777866880513,0.9024390243902439,0.9701834109465055
0.04493591637473797,0.9024390243902439,0.9701834109465055
0.04507660490440214,0.9024390243902439,0.9701834109465055
0.04514694916923423,0.9024390243902439,0.9701834109465055
0.04517508687516707,0.9024390243902439,0.9701834109465055
0.045231362287032735,0.9024390243902439,0.9701834109465055
0.04525949999296557,0.9024390243902439,0.9701834109465055
0.04552680819932751,0.9024390243902439,0.9701834109465055
0.045554945905260345,0.9024390243902439,0.9701834109465055
0.04570970328789094,0.9024390243902439,0.9701834109465055
0.045737840993823775,0.9024390243902439,0.9701834109465055
0.04580818525865586,0.9024390243902439,0.9701834109465055
0.0458363229645887,0.9024390243902439,0.9701834109465055
0.04618804428874914,0.9024390243902439,0.9701834109465055
0.04624431970061481,0.9024390243902439,0.9701834109465055
0.04637093937731257,0.9024390243902439,0.9701834109465055
0.0463990770832454,0.9024390243902439,0.9701834109465055
0.04694776234893569,0.9024390243902439,0.9701834109465055
0.04697590005486853,0.9024390243902439,0.9701834109465055
0.04701810661376778,0.9024390243902439,0.9701834109465055
0.047046244319700614,0.9024390243902439,0.9701834109465055
0.04715879514343196,0.9024390243902439,0.9701834109465055
0.047201001702331206,0.9024390243902439,0.9701834109465055
0.04732762137902897,0.9024390243902439,0.9701834109465055
0.047355759084961806,0.9024390243902439,0.9701834109465055
0.047383896790894636,0.9024390243902439,0.9701834109465055
0.04742610334979389,0.9024390243902439,0.9701834109465055
0.04746830990869314,0.9024390243902439,0.9701834109465055
0.04749644761462598,0.9024390243902439,0.9701834109465055
0.047566791879458066,0.9024390243902439,0.9701834109465055
0.047580860732424485,0.9024390243902439,0.9701834109465055
0.04763713614429015,0.9024390243902439,0.9701834109465055
0.04782003123285358,0.9024390243902439,0.9701834109465055
0.04784816893878642,0.9024390243902439,0.9701834109465055
0.04791851320361851,0.9024390243902439,0.9701834109465055
0.04797478861548418,0.9024390243902439,0.9701834109465055
0.04832650993964462,0.9024390243902439,0.9701834109465055
0.04856568044007372,0.9024390243902439,0.9701834109465055
0.04881891979346924,0.9024390243902439,0.9701834109465055
0.04886112635236849,0.9024390243902439,0.9701834109465055
0.048889264058301324,0.9024390243902439,0.9701834109465055
0.048945539470167,0.9024390243902439,0.9701834109465055
0.04897367717609983,0.9024390243902439,0.9701834109465055
0.04900181488203267,0.9024390243902439,0.9701834109465055
0.0492691230883946,0.9024390243902439,0.9701834109465055
0.04931132964729386,0.9024390243902439,0.9701834109465055
0.049395742765092364,0.9024390243902439,0.9701834109465055
0.04946608702992445,0.9024390243902439,0.9701834109465055
0.04953643129475654,0.9024390243902439,0.9701834109465055
0.049564569000689375,0.9024390243902439,0.9701834109465055
0.04970525753035355,0.9024390243902439,0.9701834109465055
