recall,precision,ap
1.0,0.001729252484921762,0.8193088324975564
1.0,0.0017292767967607694,0.8193088324975564
1.0,0.0017293011092833945,0.8193088324975564
1.0,0.001729714526789481,0.8193088324975564
1.0,0.001729763177139,0.8193088324975564
1.0,0.0017297875033400367,0.8193088324975564
1.0,0.0017298118302252975,0.8193088324975564
1.0,0.0017298361577948104,0.8193088324975564
1.0,0.001729860486048605,0.8193088324975564
1.0,0.0017300794711301779,0.8193088324975564
1.0,0.0017301038062283738,0.8193088324975564
1.0,0.0017301281420111685,0.8193088324975564
1.0,0.0017301524784785912,0.8193088324975564
1.0,0.0017301768156306706,0.8193088324975564
1.0,0.0017303228529225575,0.8193088324975564
1.0,0.0017305663032008442,0.8193088324975564
1.0,0.0017306150014773543,0.8193088324975564
1.0,0.0017306393516434038,0.8193088324975564
1.0,0.0017306637024946884,0.8193088324975564
1.0,0.0017306880540312367,0.8193088324975564
1.0,0.001730712406253078,0.8193088324975564
1.0,0.0017307367591602408,0.8193088324975564
1.0,0.0017307611127527545,0.8193088324975564
1.0,0.0017316382987709591,0.8193088324975564
1.0,0.0017317602004899614,0.8193088324975564
1.0,0.0017318577342231984,0.8193088324975564
1.0,0.0017318821193731432,0.8193088324975564
1.0,0.0017320040554241298,0.8193088324975564
1.0,0.0017320284446947828,0.8193088324975564
1.0,0.001732052834652322,0.8193088324975564
1.0,0.0017320772252967767,0.8193088324975564
1.0,0.0017321016166281756,0.8193088324975564
1.0,0.0017321260086465477,0.8193088324975564
1.0,0.0017321504013519222,0.8193088324975564
1.0,0.0017321747947443282,0.8193088324975564
1.0,0.0017321991888237945,0.8193088324975564
1.0,0.0017325407780939234,0.8193088324975564
1.0,0.00173256518248278,0.8193088324975564
1.0,0.0017325895875591616,0.8193088324975564
1.0,0.0017326628069137472,0.8193088324975564
1.0,0.0017326872147405195,0.8193088324975564
1.0,0.0017327116232549622,0.8193088324975564
1.0,0.0017327360324571042,0.8193088324975564
1.0,0.0017327604423469747,0.8193088324975564
1.0,0.0017327848529246027,0.8193088324975564
1.0,0.0017332732089510173,0.8193088324975564
1.0,0.0017332976339782705,0.8193088324975564
1.0,0.0017333464860979975,0.8193088324975564
1.0,0.0017333709131905298,0.8193088324975564
1.0,0.0017335174902049215,0.8193088324975564
1.0,0.001733566354718683,0.8193088324975564
1.0,0.0017335907880086257,0.8193088324975564
1.0,0.001733615221987315,0.8193088324975564
1.0,0.0017337618403247632,0.8193088324975564
1.0,0.0017339084834644338,0.8193088324975564
1.0,0.0017339818143370692,0.8193088324975564
1.0,0.0017340062593396678,0.8193088324975564
1.0,0.0017340307050315086,0.8193088324975564
1.0,0.0017340795984830328,0.8193088324975564
1.0,0.0017341040462427746,0.8193088324975564
1.0,0.001734128494691875,0.8193088324975564
1.0,0.0017341529438303631,0.8193088324975564
1.0,0.0017341773936582685,0.8193088324975564
1.0,0.0017342018441756197,0.8193088324975564
1.0,0.0017342262953824463,0.8193088324975564
1.0,0.0017342507472787774,0.8193088324975564
1.0,0.001734275199864642,0.8193088324975564
1.0,0.0017343485617597294,0.8193088324975564
1.0,0.0017343974731379903,0.8193088324975564
1.0,0.0017344219298616693,0.8193088324975564
1.0,0.001734446387275086,0.8193088324975564
1.0,0.0017344708453782697,0.8193088324975564
1.0,0.0017344953041712498,0.8193088324975564
1.0,0.0017345442238267147,0.8193088324975564
1.0,0.001734593146241715,0.8193088324975564
1.0,0.0017346909993512538,0.8193088324975564
1.0,0.0017351314750028214,0.8193088324975564
1.0,0.0017351559524313345,0.8193088324975564
1.0,0.0017352049093602314,0.8193088324975564
1.0,0.0017352293888606737,0.8193088324975564
1.0,0.0017352538690518179,0.8193088324975564
1.0,0.0017352783499336925,0.8193088324975564
1.0,0.0017353028315063275,0.8193088324975564
1.0,0.0017353273137697518,0.8193088324975564
1.0,0.0017353517967239945,0.8193088324975564
1.0,0.0017358171041490262,0.8193088324975564
1.0,0.0017358416009257821,0.8193088324975564
1.0,0.0017358905965536222,0.8193088324975564
1.0,0.0017360376000338739,0.8193088324975564
1.0,0.00173606210303458,0.8193088324975564
1.0,0.001736111111111111,0.8193088324975564
1.0,0.0017361356161869944,0.8193088324975564
1.0,0.0017361601219546621,0.8193088324975564
1.0,0.0017362336434086642,0.8193088324975564
1.0,0.0017362581519437621,0.8193088324975564
1.0,0.0017362826611707909,0.8193088324975564
1.0,0.0017363316817007582,0.8193088324975564
1.0,0.001736356193003755,0.8193088324975564
1.0,0.0017366258630183405,0.8193088324975564
1.0,0.0017366503826278486,0.8193088324975564
1.0,0.0017366994239240935,0.8193088324975564
1.0,0.0017367239456108892,0.8193088324975564
1.0,0.0017367484679901726,0.8193088324975564
1.0,0.001736772991061973,0.8193088324975564
1.0,0.0017368220392832432,0.8193088324975564
1.0,0.0017368465644327714,0.8193088324975564
1.0,0.001736871090274934,0.8193088324975564
1.0,0.0017370182598748782,0.8193088324975564
1.0,0.001737042790566304,0.8193088324975564
1.0,0.0017370673219505996,0.8193088324975564
1.0,0.0017370918540277934,0.8193088324975564
1.0,0.0017371409202609949,0.8193088324975564
1.0,0.001737165454417061,0.8193088324975564
1.0,0.0017372145248082708,0.8193088324975564
1.0,0.0017372390610434732,0.8193088324975564
1.0,0.0017377053812356075,0.8193088324975564
1.0,0.0017377299313384759,0.8193088324975564
1.0,0.0017377544821350363,0.8193088324975564
1.0,0.0017377790336253179,0.8193088324975564
1.0,0.0017378035858093503,0.8193088324975564
1.0,0.0017378281386871627,0.8193088324975564
1.0,0.0017378526922587846,0.8193088324975564
1.0,0.0017378772465242455,0.8193088324975564
1.0,0.0017379018014835746,0.8193088324975564
1.0,0.0017379263571368016,0.8193088324975564
1.0,0.0017379754705250665,0.8193088324975564
1.0,0.001738000028260163,0.8193088324975564
1.0,0.0017380245866892752,0.8193088324975564
1.0,0.001738098266140998,0.8193088324975564
1.0,0.0017382456437868318,0.8193088324975564
1.0,0.0017382702091577162,0.8193088324975564
1.0,0.0017388599864284098,0.8193088324975564
1.0,0.0017389337367282598,0.8193088324975564
1.0,0.0017391550251682597,0.8193088324975564
1.0,0.001739204208025791,0.8193088324975564
1.0,0.0017392779875281042,0.8193088324975564
1.0,0.0017393025820865975,0.8193088324975564
1.0,0.0017393517732903444,0.8193088324975564
1.0,0.0017393763699356571,0.8193088324975564
1.0,0.0017395485659331335,0.8193088324975564
1.0,0.0017396223746552577,0.8193088324975564
1.0,0.0017396469789545145,0.8193088324975564
1.0,0.0017396715839497617,0.8193088324975564
1.0,0.0017396961896410286,0.8193088324975564
1.0,0.0017397454031117397,0.8193088324975564
1.0,0.0017398930602314198,0.8193088324975564
1.0,0.0017399422848412833,0.8193088324975564
1.0,0.0017399668981907172,0.8193088324975564
1.0,0.0017402130699905208,0.8193088324975564
1.0,0.0017402376910016979,0.8193088324975564
1.0,0.0017402623127095742,0.8193088324975564
1.0,0.001740311558215544,0.8193088324975564
1.0,0.0017403361820136963,0.8193088324975564
1.0,0.0017403608065086665,0.8193088324975564
1.0,0.001740508568113317,0.8193088324975564
1.0,0.0017405331974868399,0.8193088324975564
1.0,0.0017405824583250785,0.8193088324975564
1.0,0.001742431754756272,0.8193088324975564
1.0,0.0017426786245590172,0.8193088324975564
1.0,0.0017428020856948537,0.8193088324975564
1.0,0.0017430243598282483,0.8193088324975564
1.0,0.0017430737617799192,0.8193088324975564
1.0,0.0017430984638059067,0.8193088324975564
1.0,0.0017431972789115646,0.8193088324975564
1.0,0.001743221984438555,0.8193088324975564
1.0,0.0017432466906658352,0.8193088324975564
1.0,0.0017432713975934352,0.8193088324975564
1.0,0.0017434690782293157,0.8193088324975564
1.0,0.0017435432200266492,0.8193088324975564
1.0,0.0017435679353604082,0.8193088324975564
1.0,0.0017435926513948742,0.8193088324975564
1.0,0.0017436420855660457,0.8193088324975564
1.0,0.0017439634760169575,0.8193088324975564
1.0,0.0017445323802229597,0.8193088324975564
1.0,0.0017445818676954498,0.8193088324975564
1.0,0.0017446313579756604,0.8193088324975564
1.0,0.0017447303469601974,0.8193088324975564
1.0,0.0017447798456650023,0.8193088324975564
1.0,0.0017448045960706433,0.8193088324975564
1.0,0.0017451016557184001,0.8193088324975564
1.0,0.0017451264152549587,0.8193088324975564
1.0,0.0017451759364358684,0.8193088324975564
1.0,0.0017452502234771628,0.8193088324975564
1.0,0.0017452997516849947,0.8193088324975564
1.0,0.001745324516843091,0.8193088324975564
1.0,0.0017453492827040143,0.8193088324975564
1.0,0.0017453740492677943,0.8193088324975564
1.0,0.001745522663412142,0.8193088324975564
1.0,0.0017455474348967573,0.8193088324975564
1.0,0.0017455722070844686,0.8193088324975564
1.0,0.0017455969799753063,0.8193088324975564
1.0,0.0017456465278664793,0.8193088324975564
1.0,0.0017458447475622045,0.8193088324975564
1.0,0.0017459190915542937,0.8193088324975564
1.0,0.001747928775455101,0.8193088324975564
1.0,0.0017479536152796725,0.8193088324975564
1.0,0.0017481275138215772,0.8193088324975564
1.0,0.0017482020523607834,0.8193088324975564
1.0,0.0017482517482517483,0.8193088324975564
1.0,0.0017482765972567692,0.8193088324975564
1.0,0.0017483014469681895,0.8193088324975564
1.0,0.0017483760003411464,0.8193088324975564
1.0,0.001748450560072781,0.8193088324975564
1.0,0.0017509893801782308,0.8193088324975564
1.0,0.0017511638833126895,0.8193088324975564
1.0,0.0017518622438079503,0.8193088324975564
1.0,0.0017522865202154031,0.8193088324975564
1.0,0.0017525361905847486,0.8193088324975564
1.0,0.0017527859321116084,0.8193088324975564
1.0,0.001752835888958559,0.8193088324975564
1.0,0.0017529607935354227,0.8193088324975564
1.0,0.001753235646274018,0.8193088324975564
1.0,0.001753485587203832,0.8193088324975564
1.0,0.0017540357081740916,0.8193088324975564
1.0,0.0017540607218744207,0.8193088324975564
1.0,0.0017547613952493045,0.8193088324975564
1.0,0.0017547864296516107,0.8193088324975564
1.0,0.0017548114647682365,0.8193088324975564
1.0,0.0017548365005992125,0.8193088324975564
1.0,0.0017548615371445692,0.8193088324975564
1.0,0.0017548865744043372,0.8193088324975564
1.0,0.00175508689820496,0.8193088324975564
1.0,0.0017551620314216812,0.8193088324975564
1.0,0.001755187077256771,0.8193088324975564
1.0,0.00175521212380667,0.8193088324975564
1.0,0.0017552371710714081,0.8193088324975564
1.0,0.0017552872677455262,0.8193088324975564
1.0,0.001755312317154967,0.8193088324975564
1.0,0.0017561894971301294,0.8193088324975564
1.0,0.0017562145722974998,0.8193088324975564
1.0,0.0017562396481809355,0.8193088324975564
1.0,0.001756264724780467,0.8193088324975564
1.0,0.0017563650383401637,0.8193088324975564
1.0,0.001756390118520634,0.8193088324975564
1.0,0.0017565907857530491,0.8193088324975564
1.0,0.0017566158723811428,0.8193088324975564
1.0,0.0017566409597257926,0.8193088324975564
1.0,0.0017567664071984576,0.8193088324975564
1.0,0.0017567914988430885,0.8193088324975564
1.0,0.0017568416842826944,0.8193088324975564
1.0,0.001757067554247675,0.8193088324975564
1.0,0.001757142857142857,0.8193088324975564
1.0,0.0017571679595422792,0.8193088324975564
1.0,0.0017571930626589332,0.8193088324975564
1.0,0.0017572181664928497,0.8193088324975564
1.0,0.0017572432710440597,0.8193088324975564
1.0,0.001758147512864494,0.8193088324975564
1.0,0.0017589269115817472,0.8193088324975564
1.0,0.0017589520649811234,0.8193088324975564
1.0,0.0017589772190999184,0.8193088324975564
1.0,0.0017590023739381632,0.8193088324975564
1.0,0.0017590275294958884,0.8193088324975564
1.0,0.0017594301162940395,0.8193088324975564
1.0,0.001760034342133505,0.8193088324975564
1.0,0.0017600595272165302,0.8193088324975564
1.0,0.001760084713020334,0.8193088324975564
1.0,0.0017601350867904007,0.8193088324975564
1.0,0.0017601602747567258,0.8193088324975564
1.0,0.0017601854634439532,0.8193088324975564
1.0,0.0017602106528521136,0.8193088324975564
1.0,0.0017602358429812384,0.8193088324975564
1.0,0.0017602610338313584,0.8193088324975564
1.0,0.0017670128862647071,0.8193088324975564
1.0,0.0017693513816764246,0.8193088324975564
1.0,0.0017696313987281673,0.8193088324975564
1.0,0.0017698351031684365,0.8193088324975564
1.0,0.0017698860366064234,0.8193088324975564
1.0,0.0017699624422603715,0.8193088324975564
1.0,0.001770471981921034,0.8193088324975564
1.0,0.0017705484381747517,0.8193088324975564
1.0,0.0017706503901189071,0.8193088324975564
1.0,0.0017711093192028567,0.8193088324975564
1.0,0.0017711603260086974,0.8193088324975564
1.0,0.001771185830513356,0.8193088324975564
1.0,0.0017712368417263078,0.8193088324975564
1.0,0.0017712623484346648,0.8193088324975564
1.0,0.0017713388729676406,0.8193088324975564
1.0,0.0017713643826147067,0.8193088324975564
1.0,0.0017713898929965293,0.8193088324975564
1.0,0.0017719513073543183,0.8193088324975564
1.0,0.0017732285734880704,0.8193088324975564
1.0,0.0017732541375929877,0.8193088324975564
1.0,0.0017735353914034,0.8193088324975564
1.0,0.0017736121124729632,0.8193088324975564
1.0,0.001773663263540405,0.8193088324975564
1.0,0.0017737144175583306,0.8193088324975564
1.0,0.001773739995673805,0.8193088324975564
1.0,0.0017737911541179355,0.8193088324975564
1.0,0.0017738678973175657,0.8193088324975564
1.0,0.0017739958174082353,0.8193088324975564
1.0,0.0017740214036403496,0.8193088324975564
1.0,0.0017740725783188139,0.8193088324975564
1.0,0.0017740981667652277,0.8193088324975564
1.0,0.0017741749365335795,0.8193088324975564
1.0,0.00177420052793284,0.8193088324975564
1.0,0.0017747637255609264,0.8193088324975564
1.0,0.0017747893339489784,0.8193088324975564
1.0,0.001774840552942195,0.8193088324975564
1.0,0.0017748917748917749,0.8193088324975564
1.0,0.001775891194178542,0.8193088324975564
1.0,0.001777097119079955,0.8193088324975564
1.0,0.0017775850856275742,0.8193088324975564
1.0,0.0017814984864504729,0.8193088324975564
1.0,0.0017815758980301276,0.8193088324975564
1.0,0.0017829446127531274,0.8193088324975564
1.0,0.0017832289491997216,0.8193088324975564
1.0,0.001783539237863233,0.8193088324975564
1.0,0.001783616826902162,0.8193088324975564
1.0,0.00178397899836106,0.8193088324975564
1.0,0.0017840048733791664,0.8193088324975564
1.0,0.0017841083809579067,0.8193088324975564
1.0,0.0017846260990685122,0.8193088324975564
1.0,0.001784651992861392,0.8193088324975564
1.0,0.0018301665005133394,0.8193088324975564
1.0,0.0018301937327024373,0.8193088324975564
1.0,0.0018352456692678413,0.8193088324975564
1.0,0.0018352730528200538,0.8193088324975564
1.0,0.0018356565083723845,0.8193088324975564
1.0,0.0018357386982672417,0.8193088324975564
1.0,0.0018357934956194683,0.8193088324975564
1.0,0.0018358756977820234,0.8193088324975564
1.0,0.0018359031001388122,0.8193088324975564
1.0,0.0018359305033136307,0.8193088324975564
1.0,0.0018359579073065153,0.8193088324975564
1.0,0.0018359853121175031,0.8193088324975564
1.0,0.0018370547382570383,0.8193088324975564
1.0,0.001837191934279313,0.8193088324975564
1.0,0.0018372193759428818,0.8193088324975564
1.0,0.0018373565965583173,0.8193088324975564
1.0,0.0018376310992918397,0.8193088324975564
1.0,0.0018492069458016988,0.8193088324975564
1.0,0.0018635234228228591,0.8193088324975564
1.0,0.0018645686479603438,0.8193088324975564
1.0,0.0018647099845365514,0.8193088324975564
1.0,0.0018693293211143026,0.8193088324975564
1.0,0.0018705232902960901,0.8193088324975564
1.0,0.001870551736723645,0.8193088324975564
1.0,0.0018706086321744685,0.8193088324975564
1.0,0.0018708647045402693,0.8193088324975564
1.0,0.0018719751620856543,0.8193088324975564
1.0,0.0018735148967282031,0.8193088324975564
1.0,0.0018735719725818736,0.8193088324975564
1.0,0.0018736861347226031,0.8193088324975564
1.0,0.00187371467743164,0.8193088324975564
1.0,0.001880360173054286,0.8193088324975564
1.0,0.001880992797173923,0.8193088324975564
1.0,0.0018810215629301117,0.8193088324975564
1.0,0.0018822017169352247,0.8193088324975564
1.0,0.0018822305196792557,0.8193088324975564
1.0,0.001882259323304819,0.8193088324975564
1.0,0.001882316933200704,0.8193088324975564
1.0,0.0018827779393531204,0.8193088324975564
1.0,0.0018828067597354886,0.8193088324975564
1.0,0.001882835581000199,0.8193088324975564
1.0,0.001882864403147292,0.8193088324975564
1.0,0.0019023462270133164,0.8193088324975564
1.0,0.0019039658214915947,0.8193088324975564
1.0,0.0019039952941904924,0.8193088324975564
1.0,0.0019040247678018575,0.8193088324975564
1.0,0.001904584939842988,0.8193088324975564
1.0,0.001965013179966451,0.8193088324975564
1.0,0.001971880661141126,0.8193088324975564
1.0,0.0019748249951833537,0.8193088324975564
1.0,0.0019813782660523856,0.8193088324975564
1.0,0.0019816974930721145,0.8193088324975564
1.0,0.0019820487616223795,0.8193088324975564
1.0,0.0019830074000032243,0.8193088324975564
1.0,0.0019844470975444485,0.8193088324975564
1.0,0.0019848633994416563,0.8193088324975564
1.0,0.0019851196720517745,0.8193088324975564
1.0,0.0019873327732178635,0.8193088324975564
1.0,0.0019873969946679593,0.8193088324975564
1.0,0.0019877181641887523,0.8193088324975564
1.0,0.001987750286850143,0.8193088324975564
1.0,0.0019949073097945084,0.8193088324975564
1.0,0.001996072767400724,0.8193088324975564
1.0,0.0019967208324540185,0.8193088324975564
1.0,0.0019967532467532467,0.8193088324975564
1.0,0.0019967856621049044,0.8193088324975564
1.0,0.001996947754651427,0.8193088324975564
1.0,0.001997012599038836,0.8193088324975564
1.0,0.0019970774476376035,0.8193088324975564
1.0,0.0020071146503051465,0.8193088324975564
1.0,0.0020071474029470797,0.8193088324975564
1.0,0.0020079337871590185,0.8193088324975564
1.0,0.0020079665665404204,0.8193088324975564
1.0,0.002007999346992082,0.8193088324975564
1.0,0.002008032128514056,0.8193088324975564
1.0,0.0020089504458890013,0.8193088324975564
1.0,0.002008983258472846,0.8193088324975564
1.0,0.0020103952142787092,0.8193088324975564
1.0,0.0020104609349460606,0.8193088324975564
1.0,0.00201049379689109,0.8193088324975564
1.0,0.0020110526143683988,0.8193088324975564
1.0,0.00201138147566719,0.8193088324975564
1.0,0.0020114472608340145,0.8193088324975564
1.0,0.0020122370186172822,0.8193088324975564
1.0,0.002033831043206508,0.8193088324975564
1.0,0.002036255276881053,0.8193088324975564
1.0,0.0020362889874842726,0.8193088324975564
1.0,0.002036322699203682,0.8193088324975564
1.0,0.0020365587124975162,0.8193088324975564
1.0,0.0020380097095421936,0.8193088324975564
1.0,0.002038212338641523,0.8193088324975564
1.0,0.002056821792277721,0.8193088324975564
1.0,0.0020568561872909698,0.8193088324975564
1.0,0.002056890583454573,0.8193088324975564
1.0,0.0020655605561899644,0.8193088324975564
1.0,0.002066115702479339,0.8193088324975564
1.0,0.002066219825631205,0.8193088324975564
1.0,0.0020663239592782984,0.8193088324975564
1.0,0.0020663586728265435,0.8193088324975564
1.0,0.0020672616346493217,0.8193088324975564
1.0,0.0020672963797102426,0.8193088324975564
1.0,0.002067331125939123,0.8193088324975564
1.0,0.0020673658733360227,0.8193088324975564
1.0,0.002067400621901,0.8193088324975564
1.0,0.0020674353716341144,0.8193088324975564
1.0,0.002067504874604989,0.8193088324975564
1.0,0.0020678524595676004,0.8193088324975564
1.0,0.0020678872244918544,0.8193088324975564
1.0,0.0020679219905850705,0.8193088324975564
1.0,0.0020683740561992367,0.8193088324975564
1.0,0.002068443622298831,0.8193088324975564
1.0,0.0020684784071034576,0.8193088324975564
1.0,0.0020685131930780485,0.8193088324975564
1.0,0.0020685827685373607,0.8193088324975564
1.0,0.0020691395407519556,0.8193088324975564
1.0,0.002069243968910871,0.8193088324975564
1.0,0.0020693484076111644,0.8193088324975564
1.0,0.002069418039268469,0.8193088324975564
1.0,0.0020696966127648118,0.8193088324975564
0.983739837398374,0.003345036353081027,0.8193088324975564
0.983739837398374,0.0035793521668392248,0.8193088324975564
0.983739837398374,0.0035794580523015027,0.8193088324975564
0.983739837398374,0.0035830618892508143,0.8193088324975564
0.983739837398374,0.003583910905752029,0.8193088324975564
0.983739837398374,0.0037267463348527783,0.8193088324975564
0.983739837398374,0.0037268611205223765,0.8193088324975564
0.983739837398374,0.0037280093662384077,0.8193088324975564
0.983739837398374,0.0037281242297263987,0.8193088324975564
0.983739837398374,0.003728468862662928,0.8193088324975564
0.983739837398374,0.0037285837544681374,0.8193088324975564
0.983739837398374,0.003728698653354288,0.8193088324975564
0.983739837398374,0.003728813559322034,0.8193088324975564
0.983739837398374,0.003729043392504931,0.8193088324975564
0.983739837398374,0.003729618099435934,0.8193088324975564
0.983739837398374,0.0037298480318115963,0.8193088324975564
0.983739837398374,0.0037299630086313194,0.8193088324975564
0.983739837398374,0.003730077992539844,0.8193088324975564
0.983739837398374,0.003730192983537826,0.8193088324975564
0.983739837398374,0.003730537999075073,0.8193088324975564
0.983739837398374,0.003730653018437442,0.8193088324975564
0.983739837398374,0.0037307680448925478,0.8193088324975564
0.983739837398374,0.0037356055694483035,0.8193088324975564
0.983739837398374,0.00373699002439853,0.8193088324975564
0.983739837398374,0.0037371054419667676,0.8193088324975564
0.983739837398374,0.0037374517374517374,0.8193088324975564
0.983739837398374,0.0037375671835423487,0.8193088324975564
0.983739837398374,0.003737798097120969,0.8193088324975564
0.983739837398374,0.0037388375614127245,0.8193088324975564
0.983739837398374,0.0037391841779975277,0.8193088324975564
0.983739837398374,0.003739299731141259,0.8193088324975564
0.983739837398374,0.0037394152914271587,0.8193088324975564
0.983739837398374,0.003740108803165183,0.8193088324975564
0.983739837398374,0.003740224413464808,0.8193088324975564
0.983739837398374,0.003740340030911901,0.8193088324975564
0.983739837398374,0.0037404556555071253,0.8193088324975564
0.983739837398374,0.003740802572188215,0.8193088324975564
0.983739837398374,0.003740918225382594,0.8193088324975564
0.983739837398374,0.0037410338857284194,0.8193088324975564
0.983739837398374,0.003741149553226355,0.8193088324975564
0.983739837398374,0.0037412652278770637,0.8193088324975564
0.983739837398374,0.003742653881843489,0.8193088324975564
0.983739837398374,0.00374276964954066,0.8193088324975564
0.983739837398374,0.003742885424399901,0.8193088324975564
0.983739837398374,0.0037430012064218763,0.8193088324975564
0.983739837398374,0.0037433485954708576,0.8193088324975564
0.983739837398374,0.00374358022399604,0.8193088324975564
0.983739837398374,0.0037436960490083845,0.8193088324975564
0.983739837398374,0.0037438118811881187,0.8193088324975564
0.983739837398374,0.0037439277205359076,0.8193088324975564
0.983739837398374,0.003744622907189057,0.8193088324975564
0.983739837398374,0.0037450865084032313,0.8193088324975564
0.983739837398374,0.003746942061747128,0.8193088324975564
0.983739837398374,0.003747058094884182,0.8193088324975564
0.983739837398374,0.0037471741352079527,0.8193088324975564
0.983739837398374,0.003747290182719108,0.8193088324975564
0.983739837398374,0.003747406237418316,0.8193088324975564
0.983739837398374,0.00374763836838356,0.8193088324975564
0.983739837398374,0.0037477544446509322,0.8193088324975564
0.983739837398374,0.003747870528109029,0.8193088324975564
0.983739837398374,0.003747986618758518,0.8193088324975564
0.983739837398374,0.003748102716600068,0.8193088324975564
0.983739837398374,0.003748334933862024,0.8193088324975564
0.983739837398374,0.0037487994547200794,0.8193088324975564
0.983739837398374,0.0037489156029247737,0.8193088324975564
0.983739837398374,0.003749031758326878,0.8193088324975564
0.983739837398374,0.003749496451922779,0.8193088324975564
0.983739837398374,0.003749612643321971,0.8193088324975564
0.983739837398374,0.0037499612607307777,0.8193088324975564
0.983739837398374,0.0037500774809396888,0.8193088324975564
0.983739837398374,0.0037501937083527044,0.8193088324975564
0.983739837398374,0.0037503099429704936,0.8193088324975564
0.983739837398374,0.00375077495350279,0.8193088324975564
0.983739837398374,0.003753451003505289,0.8193088324975564
0.983739837398374,0.0037536838839770438,0.8193088324975564
0.983739837398374,0.003768179128647504,0.8193088324975564
0.983739837398374,0.0037729965700031183,0.8193088324975564
0.983739837398374,0.0037731142224578253,0.8193088324975564
0.983739837398374,0.0037733495493809835,0.8193088324975564
0.983739837398374,0.0037734672238508076,0.8193088324975564
0.983739837398374,0.0037735849056603774,0.8193088324975564
0.983739837398374,0.003773702594810379,0.8193088324975564
0.983739837398374,0.0037738202913015,0.8193088324975564
0.983739837398374,0.003773937995134427,0.8193088324975564
0.983739837398374,0.0037741734248284468,0.8193088324975564
0.983739837398374,0.0037742911506909137,0.8193088324975564
0.983739837398374,0.003774526624450198,0.8193088324975564
0.983739837398374,0.00377464437234839,0.8193088324975564
0.983739837398374,0.0037748798901853123,0.8193088324975564
0.983739837398374,0.003775233222052354,0.8193088324975564
0.983739837398374,0.003775351014040562,0.8193088324975564
0.983739837398374,0.003776529338327091,0.8193088324975564
0.983739837398374,0.0037766472112113363,0.8193088324975564
0.983739837398374,0.003779242277540057,0.8193088324975564
0.983739837398374,0.003779950641966824,0.8193088324975564
0.983739837398374,0.003780068728522337,0.8193088324975564
0.983739837398374,0.0037801868224561844,0.8193088324975564
0.983739837398374,0.0037803049237690577,0.8193088324975564
0.983739837398374,0.00378054114853465,0.8193088324975564
0.983739837398374,0.0037813681677552422,0.8193088324975564
0.983739837398374,0.0038343315270779857,0.8193088324975564
0.983739837398374,0.0038435881960547633,0.8193088324975564
0.983739837398374,0.003843832396200642,0.8193088324975564
0.983739837398374,0.0038439545079102864,0.8193088324975564
0.983739837398374,0.003845176051862209,0.8193088324975564
0.983739837398374,0.0038454204538231744,0.8193088324975564
0.983739837398374,0.0038459093509630666,0.8193088324975564
0.983739837398374,0.0038461538461538464,0.8193088324975564
0.983739837398374,0.0038548536111376597,0.8193088324975564
